id,tratamiento,edad,escolaridad,tamano_hogar,zona_rural,linea_base_consumo,comidas_dia,dias_sin_comida,variedad_dieta,gasto_alimentos,come_proteina,reservas_grano,consumo_total,consumo_no_alimentario,gasto_salud,gasto_educacion,gasto_vestido,valor_activos,tiene_refrigerador,tiene_bicicleta,num_animales,valor_herramientas,tiene_celular,calidad_vivienda,tiene_tierra,valor_ahorro,indice_estres,dias_ansiedad,satisfaccion_vida,calidad_sueno,apoyo_social,autoeficacia,optimismo_futuro,dias_animo_bajo,concentracion,energia_diaria,relaciones_familiares,sentido_control,ingreso_mensual,ingreso_laboral,ingreso_negocio,ventas_mes,horas_trabajadas,num_empleos,estabilidad_empleo,anios_escolaridad_hijos,asistencia_escolar,gasto_utiles,tareas_supervisadas,dias_falta_escuela,repitio_anio,calificacion_promedio,libros_hogar,horas_estudio,inscrito_secundaria
792,0,46,7,1,0,3138,53.37,1,52.84,NA,NA,62.45,876,741,359,387,NA,1180,0,0,2,1077,1,41.39,1,1282,44.02,2,38.82,39.39,NA,NA,45.08,5,59.02,42.9,NA,57.44,1565,768,796,711,49.69,4,NA,56.27,0,2272,55.88,3,0,48.15,4,60.53,0
793,0,42,5,5,1,1718,48.34,2,54.12,1824,0,48.38,NA,2110,4788,1182,1231,1350,0,0,3,2180,0,58.81,0,694,51.43,6,NA,45.85,45.43,54.93,48.31,3,52.26,36.92,46.61,34.98,992,928,865,784,57.49,3,61.43,26.82,1,969,31.25,5,1,48.89,3,46.19,0
794,0,37,8,3,1,2447,57.98,4,55.69,1358,NA,53.58,1267,828,1138,NA,1088,2123,1,NA,4,1075,1,NA,0,NA,48.83,3,54.62,26.12,51.53,52.44,38.1,1,36.51,41.46,44.15,45.02,1168,1303,1280,2517,47.46,2,49.64,64.44,1,1422,46.68,3,0,38.81,2,50.77,0
795,0,43,9,5,0,2267,46.14,0,56.59,915,0,NA,1284,1954,686,1241,1800,NA,0,1,5,NA,0,56.6,1,1844,54.56,5,38.03,NA,57.26,55.49,23.46,3,37.2,52.86,36.94,NA,1329,2633,1995,1933,NA,4,52.99,47.01,1,2133,57.7,2,0,NA,4,46.05,NA
796,0,43,11,3,1,1752,43.68,3,41.59,635,1,52.12,2689,911,2741,1212,1502,1684,0,1,2,NA,NA,NA,1,1587,NA,3,56.93,43.24,NA,NA,56.7,3,45.34,55.62,52.19,56.38,1403,1349,1617,2118,56.68,3,45.14,45.01,0,744,36.75,NA,1,48.84,4,37.14,1
797,0,26,5,6,0,1787,40.35,4,35.87,3675,1,52.51,1985,1398,2827,2515,3022,947,0,NA,1,829,0,48.18,NA,938,68.23,3,49.66,49.81,35,47.93,48.32,5,40.39,48.7,31.9,51.54,858,881,1947,598,36.89,4,45.09,NA,1,916,40.69,4,0,29.52,2,40.39,0
798,0,37,3,2,1,1071,37.39,1,33.37,1109,1,47.53,1298,951,NA,1629,1111,1397,0,0,4,1224,1,45.74,1,1289,56.91,2,44.22,66.24,38.69,46.36,50.74,1,53.67,46.62,46.44,NA,NA,1541,2051,1191,58.74,3,48.67,55.64,1,689,46.87,4,1,46.16,5,48.1,0
799,0,49,6,5,0,4416,59.6,1,46.71,659,1,35.3,1382,1321,876,987,NA,NA,1,0,2,503,1,52.15,1,821,39.09,NA,43.23,48.8,NA,55.07,44.38,2,66.28,51.9,58.14,54.06,1664,1366,1419,1494,41.94,2,53.74,39.04,1,850,48.86,3,1,36.96,3,NA,NA
800,0,41,9,7,0,1476,56.64,NA,36.7,2418,0,34.63,1219,1496,2841,1882,1794,922,0,NA,1,1384,0,55.05,1,2292,67.57,5,57.6,48.35,NA,NA,50.19,5,40.73,45.5,43.63,25.58,NA,2773,1824,2420,42.1,3,34.43,NA,0,135,56,5,1,41.86,1,NA,0
801,1,30,13,3,1,1370,56.38,7,33.68,2439,0,34.09,3709,1465,1317,2269,3480,1208,0,0,0,1466,0,43.49,1,620,53.45,2,60.85,73.5,46.2,43.52,56.46,NA,41.55,54.6,NA,52.49,2475,2331,2155,1714,53.49,0,48.55,72.71,0,2020,55.1,2,1,46.8,6,49.41,0
802,0,37,6,3,0,1349,49.6,2,50.12,1263,0,40.5,761,678,884,324,586,1014,0,1,2,1450,0,NA,1,1415,46.17,6,51.81,47.36,50.15,49.84,43.54,4,47.92,45.23,NA,51.79,NA,1023,1339,998,NA,1,39.16,47.08,0,1123,37.48,4,NA,65.43,3,32.26,1
803,0,18,5,5,1,2418,47.17,1,51.8,3809,1,58.04,3822,1910,1293,1594,809,3324,NA,NA,5,928,1,57.62,1,1126,45.56,5,36.28,18.69,59.53,49.15,41.51,2,38.31,45.94,51.65,36.01,NA,2870,1059,1866,66.89,4,56.51,47.41,1,1986,48.92,6,0,42.89,2,51.71,1
804,0,26,5,4,0,1497,45.41,4,57.42,932,0,65.96,1149,2308,685,1317,2928,NA,0,0,4,2802,0,54.24,NA,1518,51.63,3,55.06,41.89,NA,52.22,53.72,3,57.79,39.55,41.1,NA,538,1007,892,1394,53.05,NA,49.6,39.09,1,1411,37.97,6,NA,39.46,3,35.53,0
805,0,40,11,3,1,2284,NA,3,33.72,1158,1,60.44,2295,1930,2243,781,1607,1055,0,1,4,1364,0,43.21,0,2241,54.27,2,47.96,49.34,47.4,57,60.13,3,67.16,NA,55.34,NA,2633,743,1926,NA,44.79,6,60.84,46.84,1,965,46.5,5,0,44.29,3,42.5,1
806,1,39,20,1,1,5161,41.83,4,55.77,1474,1,45.9,1566,2837,NA,6288,3080,2286,0,1,3,707,0,53.02,1,2050,NA,5,36.81,36.58,31.8,43.02,55.76,4,74.08,43.88,65.78,47.3,971,1344,1234,1909,54.85,3,61.41,68.62,1,2992,63.05,NA,NA,54.21,6,73.29,0
807,0,40,7,6,1,1866,56.31,3,63.25,1506,1,45.26,1857,1087,900,934,2092,NA,NA,NA,4,1151,0,65.61,1,1999,59.62,5,51.05,62.25,49.19,63.75,32.3,1,50.83,46.07,45.05,33.17,688,604,973,647,61.18,NA,37.38,53.66,0,1668,42.64,1,1,45.8,3,60.31,0
808,0,66,10,5,1,1204,59.41,2,40.4,1663,0,41.7,2487,1580,982,2561,649,443,0,1,0,1073,0,45.86,0,472,57.41,NA,48.16,36.11,54.85,52.56,35.5,4,29.75,48.61,48.98,44.49,1226,1005,905,786,44.92,3,41.85,40.09,0,631,46.74,3,1,NA,2,51.39,1
809,1,26,6,4,1,1897,36.22,5,51.79,1675,0,40.97,1270,818,2284,1479,1947,925,1,NA,2,NA,0,41.94,0,855,49.57,3,58.14,74.73,37.7,37.11,50.59,2,56.23,47.11,60.75,51.73,6583,2274,3658,2808,49.94,1,44.64,40.14,0,727,31.9,3,0,36.06,0,28.98,1
810,0,34,17,3,1,1685,35.73,5,48.24,665,0,60.61,1701,1101,863,477,781,NA,NA,1,1,NA,1,41.5,1,1262,59.52,3,34.09,50.32,29.76,53.78,37.21,4,50.62,47.27,51.82,43.55,1920,1527,1616,NA,NA,4,49.24,54.84,0,5279,72.35,NA,1,68.17,4,69.46,1
811,1,50,6,8,0,2470,65.13,2,63.45,3548,NA,63.05,1852,1092,2842,4730,2965,NA,0,0,3,NA,0,55.18,0,2919,57.8,4,57.65,55.45,28.88,NA,58.02,4,58.22,68.24,46.48,NA,1340,NA,2043,1316,56.96,1,41.11,50.25,1,2694,37.77,2,0,52.42,2,NA,1
812,0,34,7,2,1,2357,52.1,2,45.79,1436,1,54.31,707,651,1117,921,467,2511,NA,0,4,NA,1,51.68,NA,922,37.55,4,46.23,54.71,52.47,37.79,NA,2,58.67,NA,54.65,42.79,1608,1219,1221,2364,39.12,3,58.56,38.8,1,2050,44.09,1,1,43.34,2,38.41,1
813,0,57,6,6,0,1000,30.57,4,29.19,1342,1,46.06,1346,NA,603,552,531,880,0,1,NA,1110,NA,NA,0,494,40.81,5,42.45,54.5,70.24,52.29,NA,NA,28.46,62.54,43.28,39.78,740,NA,1134,1042,33.34,1,41.81,36.45,0,515,33.44,NA,0,58.43,1,30.6,1
814,1,34,4,4,1,3736,53.37,4,58.34,458,1,60.13,NA,632,415,4603,1903,NA,1,1,4,1925,0,53.22,NA,571,41.44,2,33.05,59.43,58.42,43.46,50.83,0,59.01,42.97,47.4,40.57,2082,1124,NA,2043,48.13,3,60.55,70.04,1,1172,58.87,0,NA,46.93,4,54.44,1
815,1,41,12,6,1,1570,NA,5,NA,1043,0,50.53,2030,NA,3982,1227,604,3055,NA,1,2,974,0,61.7,NA,1607,58.23,3,51.34,52.49,55.84,57.45,NA,2,50.19,43.09,63.87,NA,NA,2792,NA,639,NA,3,59.24,50.2,1,759,36.7,4,NA,40.63,1,NA,0
816,1,35,7,7,1,2199,30.52,4,42.22,842,0,38.7,NA,580,1510,1528,1923,1117,1,0,3,491,1,57.48,1,816,44.14,NA,46.48,52.68,40.12,43.18,54.33,1,38.11,55.86,46.5,49.31,1375,2230,NA,3499,41.85,3,51.39,55.3,0,2316,49.89,2,1,51.6,6,53.64,0
817,0,18,6,4,1,1815,40.86,6,48.35,1143,1,43.95,1829,1344,1302,1841,1763,360,0,0,2,813,0,44.23,0,619,59.23,6,67.34,41.15,59.58,56.19,58.01,3,39.31,54.58,38.26,52.51,970,979,887,730,43.67,0,42.77,43.13,1,1557,37.86,3,1,43.33,3,38.84,1
818,1,20,4,3,0,2783,65.66,2,NA,952,1,57.75,1008,1915,NA,665,1857,1005,0,1,NA,NA,1,53.07,1,1464,39.1,3,21.17,28.09,38.63,56.99,61.2,4,49.58,52.93,56.76,56.91,699,965,606,NA,48.63,3,51.08,61.22,1,2249,51.12,1,0,68.76,5,68.28,1
819,0,48,13,4,1,2678,NA,3,46.69,2777,1,43.94,1300,1276,762,924,1947,1295,NA,0,NA,752,1,57.56,0,1006,53.99,4,34.16,48.38,42.8,57.63,39.72,5,50.93,43.89,NA,60.71,1277,1281,989,1863,59.13,5,46,NA,1,2657,43.4,1,1,48.63,7,36.78,0
820,0,54,13,5,0,3557,54.7,3,49.86,2597,0,66.31,2069,961,962,1487,709,1724,NA,1,2,864,0,43.55,1,NA,49.91,2,45.02,41.41,63.78,47.21,61.75,NA,47.42,66.25,51.33,70.59,NA,1055,851,778,56.71,1,59.42,NA,1,1398,43.09,1,1,40.5,1,44.03,1
821,1,29,4,6,1,3165,53.12,0,49.65,938,1,67.9,1099,701,615,437,682,616,0,0,5,517,1,49.7,0,1012,33.79,4,NA,56.96,60.68,66.21,58.4,3,56.23,53.89,49.19,51.01,1645,1731,831,1687,37.61,5,70.05,NA,1,1790,45.46,6,1,42.8,4,29.08,1
822,1,40,17,6,1,3068,56.09,2,55.56,1728,1,58.92,4186,2358,2068,1852,2449,2546,1,1,4,NA,1,NA,1,2582,43.56,2,52.47,50.91,46.04,45.98,59.6,4,62.61,NA,51.54,NA,2007,2306,1754,2305,34.84,5,49.92,42.26,0,514,47.65,5,0,46.39,1,58.7,1
823,1,66,8,3,0,3944,64.87,3,48.16,925,NA,34.45,1327,1045,869,NA,NA,420,NA,0,NA,929,0,31.78,0,2011,37.88,2,46.59,49.86,55.63,62.77,42.88,2,51.82,56.16,51.31,45.79,1916,1557,1041,1817,NA,4,NA,39.33,NA,2000,56.2,3,1,47.38,NA,41.68,1
824,1,39,5,5,1,792,35.54,3,NA,660,1,45.05,1152,615,959,1206,2109,1505,1,0,NA,NA,NA,66.2,1,NA,39.65,6,62.53,34.66,34.67,38.45,39.1,5,51.4,61.53,56.49,54.54,217,233,221,409,43.97,5,52.93,NA,0,879,47.53,2,1,37.43,1,49.52,0
825,0,18,5,2,0,1887,48.16,1,65.68,2482,0,32.16,894,1782,1598,743,1076,NA,0,0,3,NA,0,23.47,0,2365,58.19,2,57.46,66.11,66.29,54.19,41.02,4,43.23,NA,59.61,41.83,1016,557,1114,NA,53.48,3,52.13,51.49,1,860,40.89,NA,NA,62.88,NA,46.75,1
826,1,65,11,2,0,1863,47.59,3,52.35,1142,1,63.85,680,3198,929,1168,1343,NA,1,1,7,2087,1,59,0,2687,48.94,2,56.17,38.22,50.06,54.34,62.56,2,37.07,63.23,46.12,51.87,665,766,722,797,NA,2,52.84,44.3,1,1527,39.06,4,0,33.6,2,53.85,1
827,1,38,3,1,1,2200,59.6,1,47.43,825,1,63.08,NA,4812,1286,2899,2896,1499,0,1,4,1681,1,57.28,NA,1384,65.18,2,53.62,50.52,40.66,59.08,51.93,4,50.54,47.95,NA,53.73,NA,2774,2968,2151,44.02,5,42.76,51.73,0,4078,64.5,4,NA,47.37,5,41.88,NA
828,1,48,12,2,1,5671,43.26,NA,62.7,4224,NA,38.01,2932,2558,1320,5709,6003,960,0,0,1,1307,1,48.52,0,1137,31.4,NA,52.68,NA,45.01,NA,63.4,1,66.22,44.69,54.21,47.73,2019,1428,2222,2353,63.99,4,62.09,67.94,1,NA,61.07,0,1,52.27,5,62.29,NA
829,1,31,12,5,1,3618,NA,2,50.67,2197,NA,NA,924,1477,1047,1689,2085,2991,1,0,0,1843,1,47.81,1,901,NA,1,61.6,55.67,57.8,51.25,NA,3,71.31,64.11,58,46.66,2063,4938,2352,3618,66.62,2,60.8,53.8,1,1555,45.22,4,0,46.22,3,47.57,0
830,0,46,3,7,1,793,NA,3,NA,391,NA,41.51,955,1071,1018,668,786,1074,1,0,2,NA,0,50.6,1,2556,23.89,5,54.93,45.75,NA,54.36,48.7,3,NA,75.54,NA,43.59,1064,543,1077,783,38.04,3,48.04,44.11,0,486,49.96,4,1,35.78,2,NA,1
831,0,26,0,6,0,539,54.84,3,30.81,1249,1,40.39,954,417,923,417,841,879,0,1,2,1062,0,52.21,0,757,NA,1,59.37,51.84,52.64,51.09,52.74,3,59.58,49.94,31.95,66.73,549,NA,578,NA,28.19,2,48.36,18.7,0,730,27.97,8,1,26.19,0,21.34,NA
832,0,38,14,3,1,1470,68.24,4,NA,2577,0,49.81,432,1389,1009,724,1498,1606,0,1,5,808,0,51.05,0,NA,55.32,NA,49.42,49.64,67.15,49.69,39.85,5,43.52,69.85,34.24,42.26,NA,1474,2437,1826,NA,2,NA,54.13,0,1493,54.54,2,0,61.28,4,58.82,1
833,1,58,6,2,1,2492,51.97,2,54.61,1550,0,38.58,1703,2089,2860,516,2830,NA,0,0,2,NA,1,47.99,1,1412,38.86,0,71.55,71.66,45.97,52.13,NA,1,53.84,51.1,47.01,58.15,1315,1796,1852,2067,43.96,4,58.93,56.27,0,589,46.39,NA,0,53.94,4,49.75,1
834,0,32,10,6,0,3619,45.25,3,53.76,1136,NA,67.39,421,867,NA,717,2021,1207,1,1,5,1280,NA,43.82,1,2664,49.4,3,45.57,60.37,51.71,52.33,49.11,4,NA,44.6,49.86,50.03,2908,2470,4111,3061,43.33,3,71.57,59.4,0,1514,61.9,0,1,74.82,5,47.99,1
835,0,60,8,6,0,3495,49.51,3,44.61,1870,0,40.29,1275,1289,1129,2445,3818,2206,1,1,7,NA,1,65.19,NA,NA,64.42,3,52.29,58.75,38.2,48.16,40.27,3,50.25,54.88,64.46,50.31,1229,1138,1657,1557,40.62,3,36.42,NA,1,1487,56.69,1,0,54.55,4,54.38,0
836,1,47,7,7,1,2013,NA,2,65.7,1584,0,27.28,1384,1705,1481,2914,4306,1630,0,1,5,2307,1,52.4,0,771,55.59,1,59.97,66.12,NA,38.45,NA,1,53.2,53.75,53.25,43.76,1435,NA,NA,1386,47.94,3,55.36,39.16,0,614,NA,6,1,42.24,1,47.01,0
837,0,33,12,6,1,2741,NA,4,55.45,1029,0,69.07,1055,721,956,979,1203,NA,NA,0,2,994,1,46,1,1307,48.66,3,60.55,44.84,NA,56.04,59.79,2,41.91,46.34,44.07,39.96,2222,2576,2352,3304,38.39,2,NA,47.53,1,1572,55.14,2,0,51.13,4,50.51,1
838,0,57,0,3,1,1972,50.9,4,71.69,1506,1,62.28,497,1028,1348,1007,802,1388,0,0,4,1810,0,64.06,1,2437,44.02,2,36.69,63.38,30.94,64.92,67.25,NA,56.4,NA,38.21,40.36,881,2165,1460,1368,42.77,1,64.23,35.86,1,1444,54.25,3,1,35.97,0,47.08,0
839,0,51,12,1,1,1202,NA,4,32.01,1574,1,37.07,1481,454,453,255,764,1069,1,0,2,700,NA,57.74,1,NA,44.14,2,59.88,48.07,NA,42.82,58.42,0,NA,NA,52.05,52.29,1348,996,1044,1320,33.87,2,60.81,42.15,0,1440,48.26,3,0,53.9,0,47.85,1
840,0,24,4,5,0,1702,74.08,2,38.73,1790,0,38.38,1191,1822,1508,765,739,1322,0,NA,NA,994,1,55.34,0,1772,59.81,2,69.83,55.15,61.85,64.3,24.86,3,46.12,52.5,55.39,50.55,NA,1331,1260,2107,53.25,NA,46.52,56.85,0,764,61.73,2,0,50.02,5,66.25,1
841,0,59,9,6,0,5229,48.52,2,44.77,3375,1,NA,1912,1841,1109,4502,1581,1328,NA,1,NA,2055,0,64.47,NA,1631,55.51,3,59.54,37.86,54.62,NA,64.65,5,54.41,38.71,30.95,53.91,1879,1481,NA,2806,71.04,6,47.81,59.91,1,1992,NA,4,1,60.73,4,41.72,1
842,0,46,5,1,0,2248,26.99,4,56.8,1702,0,36.62,3414,2132,1543,3569,NA,964,1,1,2,1400,1,53.9,1,1166,40.98,2,36.35,58.89,32.03,48.64,46.89,4,44.79,39.59,52.85,NA,2399,2503,NA,3724,38.36,NA,60.9,51.28,0,1085,39.27,NA,1,NA,2,53.71,1
843,0,25,10,2,1,1375,53.5,5,53.4,1692,1,48.45,5112,NA,2445,2002,1726,1116,1,0,3,518,0,NA,0,NA,49.18,3,44.33,63.08,45.5,53.84,40.47,5,47.4,43.91,32.37,48.33,1978,2120,1681,1468,60.45,5,45.1,37.11,1,1085,33.02,3,0,48.5,4,47.51,0
844,0,32,4,3,1,1610,46.36,5,53.56,1806,0,37.91,2218,2851,2232,5130,3657,781,0,1,2,NA,1,NA,NA,1038,42.53,4,43.85,66.01,55.74,51.66,45.77,NA,60.44,NA,51.94,39.93,1068,1222,1723,2076,44.3,3,50.47,NA,1,596,48.33,4,0,37.51,3,46.76,1
845,0,38,7,4,1,2167,57.72,3,61.96,1385,1,NA,762,1151,NA,1608,1059,NA,0,1,4,987,1,39.12,1,1052,61,4,63.53,48.74,NA,46.62,50.34,3,46.09,43.68,NA,47.55,1767,895,1714,1722,56.69,1,40.14,NA,0,2573,62.27,2,0,53.48,3,48.49,1
846,0,37,8,1,0,2862,60.23,2,56.9,1379,NA,65.01,1098,1402,752,867,NA,2261,0,1,4,1238,0,63.15,1,1096,40.53,6,39.4,53.04,43.16,NA,37.4,4,44.18,48.67,45.75,45.88,1273,958,1757,1582,26.47,3,59.4,56.21,1,1164,50.58,2,0,43.3,4,67.37,0
847,1,38,15,5,0,3363,59.91,1,63.49,1000,1,54.43,2836,3056,3352,1812,2052,1615,1,0,3,820,0,50.62,0,1603,45.8,5,71.51,51.42,65.07,52.63,49.93,3,45.96,43.15,44.87,52.94,771,1244,1513,2109,57.9,5,48.95,58.64,NA,1747,51.67,2,1,NA,6,37.86,0
848,0,39,7,7,1,782,41.99,2,41.4,907,0,44.46,1707,828,635,977,539,537,0,0,0,NA,1,NA,0,650,61.08,5,38.02,42.46,47.96,41.91,46.31,1,45.79,56.66,47.98,58.01,NA,1326,1857,1400,58.77,4,52.55,33.32,1,640,29.46,6,1,26.09,0,35.03,1
849,1,18,6,5,1,1548,NA,NA,35.87,1533,1,56.55,1772,1209,2117,1473,1509,3649,1,1,3,1098,1,60.54,0,4060,49.24,4,58.82,53.78,56.4,51.46,50.89,NA,43.1,NA,41.12,38.79,4429,2354,1753,2405,65.57,5,59.33,64.74,0,1798,NA,0,1,68.62,4,60.05,1
850,0,37,4,2,1,3381,34.75,2,57.9,1793,0,55.39,1321,1695,885,1844,607,591,0,NA,4,688,1,37.77,NA,769,42.7,2,NA,42.37,54.51,39.65,37.77,6,52.35,49.55,49.95,53.99,3129,2117,3190,2062,61.64,5,37.29,48.13,NA,1178,48.99,4,1,43.24,4,50.39,0
851,1,34,7,3,1,1372,56.6,2,NA,1647,1,52.85,2387,2162,1367,1433,1589,1644,0,1,3,NA,0,51.52,0,1788,65.97,4,NA,49.91,41.88,53.97,56.1,2,57.72,46.06,41.41,60.12,1799,1483,NA,1833,66.38,5,67.35,47.51,1,2501,45.68,2,0,NA,3,48.44,1
852,1,22,9,9,1,3887,50.15,4,42.34,1850,0,23.08,2606,1495,1643,2657,1632,2133,1,0,4,1857,1,69.84,0,3652,31.02,2,51.92,47.12,48.24,67.37,71.56,3,53.56,50.92,47.73,40.27,2951,2297,NA,2989,62.5,4,68.13,45.12,1,1475,47.49,3,NA,44.33,2,58.93,0
853,0,41,7,2,1,3610,55.9,2,73.09,2190,1,45.04,874,NA,1513,2045,1387,NA,0,1,3,6030,1,71.13,NA,NA,NA,6,36.5,45.97,37.91,NA,45.59,3,48.79,53.21,36.07,NA,1036,1392,1332,NA,61.22,1,53.8,60.62,0,2477,53.88,3,0,69.44,4,61.49,NA
854,0,20,14,4,1,1942,NA,4,60.65,2408,1,49.59,1537,2747,2975,1704,782,812,0,0,4,1318,1,NA,1,NA,NA,1,44.88,39.97,44.66,43.63,59.75,1,NA,49.29,45.64,51.55,2926,2988,3591,2397,NA,5,54.67,53.36,1,2824,52.86,1,NA,52.63,4,49.95,1
855,1,36,6,3,1,792,39.17,2,39.58,845,1,36.97,NA,1916,1491,1369,1089,873,1,NA,4,1525,1,65.85,NA,2878,41.17,3,NA,37.33,43.45,27.95,47.38,1,46.99,51.93,36.46,47.73,NA,1461,925,1288,47.08,4,53.01,41.21,0,1582,33.74,6,1,NA,1,43.52,NA
856,0,35,0,3,1,1932,64.87,1,54.53,3641,1,47.03,895,901,823,950,NA,525,0,1,0,2939,0,56.75,0,1531,65.85,3,53.39,59.76,NA,75.33,53.56,0,49.5,41.53,54.23,48.22,642,915,857,675,60.3,0,59.44,47.96,1,2516,71.56,2,NA,55.92,2,41.67,1
857,0,30,13,4,1,3039,65.69,1,59.35,1426,1,70.1,1289,1293,782,676,899,2346,1,0,9,4271,1,71.02,NA,4414,39.99,5,50.85,37.45,61.9,49.73,51.13,2,63.59,60.64,58.85,39.21,2520,1870,NA,1090,34.85,3,72.78,57.85,1,2550,59.28,2,0,57.31,6,54.16,NA
858,1,35,2,2,0,687,NA,NA,36.17,1916,NA,42.44,669,755,620,1474,1318,NA,0,0,1,926,0,39.67,1,764,42.86,3,43.66,37.01,56.9,NA,36.7,3,45.19,43.82,49.79,35.53,514,574,456,599,35.08,1,30.78,59.16,0,1457,53.1,5,NA,52.94,2,58.23,0
859,1,56,15,2,1,2703,NA,4,51.52,2564,NA,62.06,1241,900,1483,1949,2636,1348,0,1,5,NA,0,56.19,0,1084,33.63,3,54.59,63.98,66.71,43.83,NA,2,68.73,60.21,55.07,47.6,1245,2193,1390,1328,48.25,NA,72.43,46.88,1,1518,51.78,NA,0,57.1,4,76.03,1
860,0,31,6,6,0,2854,65.27,1,NA,4602,1,64.08,1433,NA,3677,1816,1926,2713,0,1,4,1392,NA,62.93,0,2341,46.08,2,47.51,49.51,56.6,59.32,41.24,3,67.71,54.96,41.34,41.92,1631,2034,NA,915,58.35,3,41.6,64.66,0,4381,67.22,0,0,54.99,4,67.77,0
861,1,35,5,3,1,1168,56.98,NA,46.29,1259,0,51.37,1105,607,1384,453,473,489,NA,0,0,636,1,30.63,NA,1202,NA,3,NA,65.62,39.3,NA,54.74,NA,43.65,NA,54.04,49.56,543,1121,NA,596,56.67,3,36.49,41.24,1,953,43.32,5,1,54.11,2,47.72,0
862,1,45,1,3,0,815,NA,1,42.88,1220,0,41.26,1948,1098,1030,904,901,945,0,0,5,1063,1,60.6,1,1518,55.36,4,44.36,37.15,58.77,32,56.43,2,36.04,53.53,65.44,53.22,951,1216,1071,NA,NA,2,NA,47.82,0,593,40.23,3,0,31.42,NA,50.79,0
863,0,31,6,5,0,1208,61.73,6,67.13,1019,1,41.49,3180,813,2951,964,1221,2043,0,1,3,2614,1,59.24,NA,2478,41.28,4,53.86,70.74,51.32,65.24,48.82,NA,40.08,44.94,42.97,38.29,2135,1795,NA,1029,49.22,5,47.66,53.15,0,1709,52.17,NA,0,55.31,3,56.4,1
864,0,41,10,11,1,2181,61.04,1,58.06,2393,0,52.62,728,1636,1275,2524,NA,946,0,0,4,NA,0,43.94,1,1157,58.25,5,48.57,58.8,30.6,38.71,45.46,3,43.47,43.78,34.06,55.4,1378,2279,1785,2920,34.35,1,37.12,NA,1,703,41.21,NA,1,53.9,1,25.47,1
865,1,37,6,4,1,549,42.14,4,30.78,1198,1,52.2,915,558,2599,534,1769,1229,0,0,3,NA,0,37.51,0,1874,67.64,2,NA,32.61,44.18,42.35,29.12,5,32.53,29.23,42.85,51.03,540,342,NA,NA,41.4,0,21.92,30.48,0,282,43.65,5,1,30.4,2,31.9,0
866,1,39,13,3,0,2869,60.5,1,66.59,1411,1,63.38,2098,1056,719,2034,2751,1463,1,NA,1,3466,0,62.38,1,2199,51.15,3,NA,39.98,49.52,31.15,43.57,1,49.76,60.18,NA,NA,1505,1907,1725,3413,51.66,9,61.94,64.59,0,3174,62.1,3,0,NA,5,51.76,1
867,1,52,2,4,1,1663,37.87,NA,47.87,631,0,38.76,986,1397,1396,778,924,1248,0,1,2,NA,0,NA,0,1767,NA,1,39.89,NA,NA,NA,58.85,4,50.91,46.03,64.87,49.42,640,1312,797,908,48.43,2,NA,52.87,0,627,47.71,5,0,42.81,0,38.74,0
868,0,52,7,7,0,797,44.29,1,49.42,1473,0,40.72,1292,2479,811,430,886,NA,NA,1,4,1451,1,43.33,NA,NA,49.81,3,31.8,NA,48.44,NA,40.93,4,40.21,39.83,42.11,NA,1691,1045,1697,989,47.09,4,57.01,34.73,0,893,46.83,4,1,43.88,0,56.44,0
869,0,18,10,8,1,823,46.63,1,52.98,828,NA,35.09,2291,2245,6275,2550,1154,725,NA,0,0,NA,0,53.95,0,1239,62.94,3,43.62,53.94,52,60.77,72.69,4,NA,35.77,48.12,60.91,NA,1164,530,507,45.66,1,46.37,18.57,0,1093,27.15,4,NA,43.44,1,NA,0
870,0,44,11,6,1,1467,59.73,2,45.87,1265,1,48.29,3360,3268,1691,2818,1965,1494,1,0,6,2620,NA,58.34,1,1766,38.07,1,NA,NA,NA,44.73,NA,4,NA,43.38,54.38,41.3,813,757,653,532,55.58,2,39.18,NA,1,1326,48.34,1,1,60.39,4,53.04,0
871,1,18,9,4,1,4258,67.42,0,56.91,1486,0,58.88,1411,3311,1907,1428,1044,1868,1,0,3,1639,0,75.96,0,2255,47.95,3,55.39,58.49,41.73,NA,NA,1,53.36,60.19,37.7,47.38,1600,2619,2136,2563,55.33,5,49.22,46.62,1,2074,52.8,3,1,52,4,48.57,0
872,1,43,6,5,0,4433,NA,3,36.87,2718,0,63.62,1761,3408,1673,1391,3744,2206,0,1,4,2816,0,49.92,1,1012,26.73,NA,41.99,NA,58.11,NA,32.43,2,NA,57.53,57.29,48.42,699,869,901,1037,38.54,2,63.71,67.1,0,1608,52.61,3,0,41.53,2,60.24,0
873,0,56,6,4,0,1642,NA,NA,53.89,3060,0,43.15,NA,919,774,1855,1515,1525,1,0,1,814,1,48.83,1,1381,52.4,1,51.13,58.85,52.81,55.43,36.06,3,48.55,37.49,47.7,47.06,1928,1717,1100,2792,77.77,NA,47.84,30.1,1,272,29.13,NA,0,37.42,0,36.81,0
874,0,50,6,1,1,2587,45.99,2,47.34,1500,0,43.52,360,1577,547,1233,NA,2585,0,0,2,1963,0,38.8,1,393,47.78,6,NA,60.05,44.37,51,NA,5,55,NA,34.19,NA,1597,870,1953,1102,59.58,5,34.82,41.86,0,1903,39.01,4,1,57.34,2,51.45,1
